Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,NO,NO2,NOx,O3,PM25
17.2,11.8,70.0,25.0,8.0,16.1,100.86,,0,14,14,24,8
18.4,9.3,55.0,27.0,5.0,16.1,100.88,,0,10,10,29,8
16.3,10.2,67.0,,0.0,16.1,100.83,,0,13,13,25,8
17.2,11.5,69.0,26.0,4.0,16.1,100.83,,0,22,22,16,8
16.7,11.7,72.0,35.0,5.0,16.1,100.77,,1,27,28,10,9
15.4,12.4,82.0,12.0,4.0,16.1,100.72,,3,30,32,6,9
16.1,12.7,80.0,,0.0,16.1,100.68,,4,34,38,2,9
16.2,14.2,88.0,19.0,5.0,16.1,100.67,,8,36,44,1,9
16.3,14.5,89.0,18.0,4.0,16.1,100.67,,12,34,46,1,8
16.6,13.9,84.0,7.0,13.0,16.1,100.63,,10,27,37,2,5
16.9,14.6,86.0,7.0,15.0,16.1,100.58,,13,28,42,3,5
17.2,14.1,82.0,9.0,8.0,16.1,100.61,,8,24,32,8,7
17.3,13.7,79.0,8.0,9.0,16.1,100.57,,3,17,20,17,8
17.4,13.5,78.0,8.0,13.0,16.1,100.48,,2,11,13,26,12
18.0,13.9,77.0,8.0,11.0,16.1,100.43,,3,13,16,28,12
18.3,14.5,78.0,10.0,11.0,16.1,100.43,,3,10,12,32,12
19.5,13.5,68.0,7.0,15.0,16.1,100.31,,2,6,8,39,11
19.8,13.9,68.0,10.0,15.0,16.1,100.26,,2,8,10,39,12
19.5,15.3,76.0,9.0,18.0,16.1,100.26,,1,7,8,40,11
19.3,15.2,77.0,9.0,18.0,16.1,100.24,,2,10,12,37,9
19.4,15.4,77.0,9.0,13.0,16.1,100.24,,2,11,13,37,9
19.1,15.3,78.0,14.0,9.0,16.1,100.28,,1,12,14,35,11
18.0,15.8,87.0,18.0,9.0,16.1,100.35,,1,9,11,38,10
17.6,15.6,88.0,23.0,9.0,16.1,100.4,,0,8,8,38,10
17.0,15.2,89.0,25.0,8.0,16.1,100.45,,0,11,12,32,12
17.3,14.9,86.0,24.0,5.0,16.1,100.53,,0,11,12,29,11
19.6,11.7,60.0,33.0,8.0,16.1,100.56,,0,7,7,29,9
19.0,11.9,63.0,32.0,8.0,16.1,100.59,,0,12,12,23,8
18.0,12.1,68.0,29.0,8.0,16.1,100.61,,0,15,16,19,9
16.9,12.2,73.0,32.0,9.0,16.1,100.64,,1,10,11,25,10
16.1,11.8,75.0,31.0,9.0,16.1,100.69,,1,13,14,20,11
15.9,11.8,76.0,30.0,9.0,16.1,100.72,,0,13,13,19,11
14.5,11.5,82.0,27.0,13.0,16.1,100.76,,0,16,17,12,12
14.6,12.0,84.0,26.0,9.0,16.1,100.8,,4,19,24,6,14
15.9,12.2,79.0,24.0,8.0,16.1,100.86,,12,25,37,5,13
16.4,12.0,75.0,25.0,9.0,16.1,100.9,,18,27,46,6,14
17.9,13.2,74.0,22.0,11.0,16.1,100.93,,22,30,52,7,13
18.4,13.7,74.0,23.0,11.0,16.1,100.94,,22,31,53,11,13
19.5,14.3,72.0,21.0,15.0,16.1,100.96,,17,29,47,17,14
20.3,14.8,70.0,20.0,15.0,16.1,100.96,,10,25,36,26,14
20.9,16.0,73.0,19.0,13.0,16.1,100.95,,5,19,24,42,14
21.7,15.3,67.0,20.0,13.0,16.1,100.91,,2,8,10,50,12
22.2,14.6,62.0,20.0,11.0,16.1,100.88,,1,9,10,54,13
22.6,15.3,63.0,19.0,13.0,16.1,100.85,,1,10,11,60,12
23.3,13.6,54.0,19.0,13.0,16.1,100.82,,1,9,10,53,10
23.2,12.9,52.0,18.0,11.0,16.1,100.82,,1,9,10,46,12
22.7,13.6,56.0,,4.0,16.1,100.81,,0,8,8,56,12
22.4,13.0,55.0,,4.0,16.1,100.83,,0,7,8,52,9
21.8,15.9,69.0,26.0,11.0,16.1,100.86,,0,7,7,44,4
21.1,15.2,69.0,28.0,5.0,16.1,100.92,,0,9,9,38,6
19.1,15.6,80.0,14.0,4.0,16.1,100.93,,0,19,20,25,9
18.5,16.1,86.0,12.0,4.0,16.1,100.94,,1,27,28,15,11
18.1,15.3,83.0,5.0,5.0,16.1,100.95,,2,34,36,4,13
17.4,15.1,86.0,,0.0,16.1,100.94,,2,28,30,5,11
17.6,16.1,91.0,,0.0,16.1,100.95,,2,30,31,4,10
19.7,14.2,70.0,33.0,13.0,16.1,100.97,,1,30,31,5,11
18.8,13.9,73.0,32.0,5.0,16.1,101.01,,1,19,20,15,12
19.0,13.7,71.0,33.0,5.0,16.1,101.04,,2,20,21,14,12
18.1,15.4,84.0,24.0,9.0,16.1,101.09,,3,18,21,12,13
18.8,15.5,81.0,23.0,9.0,16.1,101.13,,2,15,17,23,11
19.9,15.3,75.0,21.0,11.0,16.1,101.14,,2,15,17,31,14
20.4,15.7,74.0,22.0,11.0,16.1,101.13,,4,17,22,32,17
22.1,14.8,63.0,21.0,9.0,16.1,101.13,,4,20,24,39,17
22.7,15.3,63.0,20.0,11.0,16.1,101.15,,1,10,12,58,16
23.2,16.6,66.0,18.0,15.0,16.1,101.12,,1,6,6,64,15
24.1,15.8,59.0,18.0,13.0,16.1,101.09,,1,5,6,61,15
25.0,13.9,50.0,17.0,15.0,16.1,101.06,,1,4,5,66,16
25.5,13.6,47.0,17.0,15.0,16.1,101.01,,1,5,6,66,13
26.6,14.1,46.0,16.0,11.0,16.1,100.95,,0,5,6,75,14
25.6,14.3,49.0,18.0,17.0,16.1,100.9,,0,5,6,67,12
23.0,16.9,68.0,,4.0,16.1,100.86,,0,6,6,60,10
22.1,17.9,77.0,26.0,5.0,16.1,100.86,,0,6,6,53,8
21.5,17.6,78.0,28.0,8.0,16.1,100.87,,0,9,9,46,9
21.2,17.2,78.0,29.0,8.0,16.1,100.91,,0,13,14,38,11
20.7,17.6,82.0,26.0,9.0,16.1,100.91,,0,19,20,25,11
20.1,18.4,90.0,21.0,5.0,16.1,100.91,,0,19,20,24,12
19.1,17.6,91.0,16.0,4.0,16.1,100.91,,0,14,15,28,13
19.1,17.8,92.0,,0.0,14.5,100.88,,1,24,25,12,14
19.1,18.0,93.0,,0.0,14.5,100.86,,1,27,27,8,14
20.9,16.2,74.0,30.0,5.0,16.1,100.84,,9999,9999,9999,9999,14
20.8,16.3,75.0,32.0,5.0,16.1,100.83,,1,15,16,18,15
20.3,15.8,75.0,30.0,8.0,16.1,100.86,,1,14,15,22,14
21.5,15.1,67.0,34.0,8.0,16.1,100.88,,1,10,10,32,13
22.5,16.9,70.0,,4.0,16.1,100.89,,1,8,9,38,13
21.9,17.1,74.0,25.0,9.0,16.1,100.87,,1,8,8,45,12
20.9,17.6,81.0,19.0,11.0,16.1,100.86,,3,16,19,36,14
20.9,16.8,77.0,21.0,8.0,16.1,100.85,,3,15,18,39,14
22.2,18.3,78.0,21.0,11.0,16.1,100.85,,1,11,12,58,15
22.7,17.7,73.0,20.0,9.0,16.1,100.83,,1,8,8,68,16
24.2,16.6,62.0,20.0,11.0,16.1,100.75,,1,6,7,67,16
26.2,15.4,51.0,18.0,13.0,11.3,100.68,,1,4,5,61,14
26.1,14.5,48.0,14.0,13.0,16.1,100.64,,1,8,9,57,14
26.4,15.1,49.0,14.0,11.0,16.1,100.6,,1,12,14,51,13
26.6,16.0,52.0,14.0,11.0,16.1,100.57,,1,11,12,56,13
23.9,18.5,72.0,7.0,9.0,16.1,100.52,,1,12,13,55,12
23.1,17.9,72.0,6.0,5.0,16.1,100.51,,0,7,7,60,12
22.4,17.9,75.0,,4.0,16.1,100.48,,0,7,7,59,13
21.7,17.7,78.0,9.0,5.0,16.1,100.51,,0,11,11,51,13
20.2,17.5,84.0,,0.0,16.1,100.51,,0,8,8,55,13
19.8,17.5,87.0,,0.0,16.1,100.51,,0,11,12,48,14
19.6,17.6,88.0,,0.0,16.1,100.48,,0,14,15,42,13
19.3,17.8,91.0,,0.0,16.1,100.45,,0,10,10,47,12
19.0,17.0,88.0,31.0,4.0,16.1,100.4,,0,10,10,43,13
18.9,16.4,85.0,,0.0,16.1,100.32,,0,17,17,30,14
19.0,16.8,87.0,8.0,9.0,16.1,100.28,,1,22,22,20,16
19.6,17.4,87.0,8.0,17.0,12.9,100.24,,3,31,33,12,19
20.0,17.2,84.0,7.0,15.0,12.9,100.26,,3,26,28,27,18
21.1,17.5,79.0,7.0,15.0,16.1,100.24,,2,17,19,39,13
22.0,17.5,75.0,8.0,11.0,16.1,100.28,,2,13,15,46,13
22.6,18.2,76.0,9.0,13.0,16.1,100.24,,2,14,16,47,15
22.7,17.6,72.0,8.0,15.0,16.1,100.17,,2,9,11,52,15
22.4,18.3,77.0,7.0,26.0,16.1,100.03,,2,10,12,53,16
22.5,18.6,78.0,7.0,22.0,16.1,100.01,,2,15,17,52,15
23.1,18.6,75.0,8.0,17.0,16.1,99.95,,2,16,18,58,16
23.1,19.1,78.0,8.0,21.0,16.1,99.86,,2,15,17,59,17
23.2,19.3,78.0,8.0,21.0,16.1,99.8,,1,13,15,55,16
23.1,19.3,79.0,7.0,18.0,16.1,99.77,,1,12,13,56,18
23.1,19.0,78.0,7.0,18.0,16.1,99.69,,1,8,8,64,17
23.1,18.9,77.0,7.0,21.0,16.1,99.62,,0,9,10,58,17
22.0,18.8,82.0,7.0,18.0,16.1,99.62,,0,7,7,57,15
21.8,18.5,81.0,8.0,17.0,16.1,99.53,,0,7,7,55,14
21.7,18.5,82.0,7.0,17.0,16.1,99.48,,0,13,14,49,14
21.9,18.6,81.0,8.0,17.0,16.1,99.45,,0,9,9,51,14
21.4,18.8,85.0,8.0,11.0,16.1,99.39,,0,9,10,45,13
21.3,19.1,87.0,17.0,9.0,16.1,99.34,,0,5,5,47,11
20.6,19.1,91.0,18.0,9.0,16.1,99.3,,0,4,4,49,8
20.4,18.9,91.0,,0.0,9.7,99.25,,0,3,3,49,4
20.5,19.0,91.0,,4.0,16.1,99.24,,0,3,3,46,3
19.9,18.8,93.0,11.0,4.0,16.1,99.11,,0,4,4,43,4
19.9,19.3,96.0,,4.0,4.0,99.09,,0,8,8,39,5
20.7,19.9,95.0,13.0,8.0,6.4,99.13,,2,21,23,25,7
21.1,19.9,93.0,9.0,5.0,1.6,99.13,,1,12,13,30,12
21.4,20.1,92.0,7.0,9.0,4.8,99.14,,2,15,16,26,16
21.3,20.5,95.0,11.0,9.0,8.1,99.04,,2,13,15,23,13
22.2,20.7,91.0,14.0,9.0,14.5,99.06,,2,8,10,28,10
22.7,20.5,87.0,16.0,11.0,16.1,99.07,,1,8,9,29,8
22.4,20.4,88.0,17.0,13.0,16.1,99.07,,1,7,9,33,6
22.2,20.5,90.0,17.0,13.0,16.1,99.04,,1,8,9,39,3
22.8,19.9,83.0,18.0,11.0,16.1,99.01,,1,6,7,45,3
22.2,19.7,86.0,17.0,13.0,16.1,99.02,,2,12,14,39,4
24.0,19.7,77.0,14.0,8.0,16.1,99.0,,1,8,9,49,2
23.3,19.6,80.0,16.0,9.0,16.1,99.05,,1,10,11,45,3
23.8,19.6,77.0,14.0,5.0,16.1,99.05,,1,17,18,39,5
22.7,19.1,80.0,13.0,5.0,16.1,99.12,,0,13,13,42,5
21.9,19.7,87.0,11.0,5.0,16.1,99.2,,0,13,13,42,5
21.6,20.3,92.0,,4.0,16.1,99.32,,0,7,7,37,9
22.9,19.2,79.0,1.0,18.0,16.1,99.43,,0,3,4,26,7
21.3,17.3,78.0,1.0,26.0,16.1,99.51,,0,2,3,23,8
19.0,14.3,74.0,36.0,30.0,16.1,99.63,,0,2,2,25,8
16.8,10.8,67.0,35.0,24.0,16.1,99.77,,0,2,2,22,6
15.3,8.2,62.0,36.0,17.0,16.1,99.89,,0,2,2,20,9
14.8,8.0,63.0,3.0,22.0,16.1,99.98,,0,2,2,18,9
14.3,8.3,67.0,3.0,17.0,16.1,100.07,,0,2,3,17,7
13.7,7.9,68.0,3.0,22.0,16.1,100.14,,1,5,6,15,6
13.2,7.8,69.0,3.0,17.0,16.1,100.27,,4,9,12,13,7
13.6,7.6,67.0,2.0,22.0,16.1,100.36,,3,7,11,14,6
14.7,7.8,63.0,35.0,17.0,16.1,100.44,,4,7,11,17,7
15.9,7.6,57.0,1.0,21.0,16.1,100.49,,3,7,10,19,7
17.2,8.7,57.0,3.0,8.0,16.1,100.52,,3,7,10,21,7
17.5,9.6,60.0,12.0,13.0,16.1,100.53,,3,7,10,25,6
17.8,9.7,59.0,15.0,9.0,16.1,100.55,,3,8,11,26,6
17.8,10.5,62.0,18.0,13.0,16.1,100.58,,3,9,12,28,3
17.8,10.7,63.0,20.0,15.0,16.1,100.62,,3,9,12,31,2
18.0,11.1,64.0,20.0,15.0,16.1,100.59,,2,8,11,32,1
18.3,12.0,66.0,21.0,13.0,16.1,100.57,,2,9,11,30,2
18.1,12.2,68.0,19.0,11.0,16.1,100.57,,2,11,12,30,2
18.2,12.4,69.0,21.0,11.0,16.1,100.6,,1,11,12,28,2
18.1,13.4,74.0,22.0,9.0,16.1,100.64,,0,6,6,25,4
17.8,13.8,77.0,24.0,8.0,16.1,100.68,,0,8,8,18,3
19.1,10.8,58.0,32.0,13.0,16.1,100.77,,0,7,8,17,2
18.1,9.5,57.0,35.0,15.0,16.1,100.79,,0,5,5,20,3
17.4,8.6,56.0,34.0,18.0,16.1,100.76,,0,7,7,18,7
17.2,8.7,57.0,34.0,18.0,16.1,100.76,,0,5,5,20,5
17.0,9.0,59.0,33.0,9.0,16.1,100.85,,0,5,5,19,5
16.2,10.1,67.0,27.0,5.0,16.1,100.86,,0,6,6,18,2
16.4,10.8,69.0,32.0,9.0,16.1,100.92,,0,7,7,15,2
16.2,10.9,70.0,4.0,11.0,16.1,100.95,,0,9,10,11,3
16.0,11.6,75.0,6.0,15.0,16.1,101.01,,3,13,15,8,2
16.6,12.9,79.0,6.0,15.0,16.1,101.04,,8,15,23,8,2
18.0,13.9,77.0,7.0,11.0,16.1,101.09,,10,16,26,11,2
18.8,15.1,79.0,7.0,9.0,16.1,101.1,,5,12,18,16,1
19.3,15.5,78.0,7.0,15.0,16.1,101.09,,4,9,12,23,1
19.4,15.8,80.0,6.0,21.0,16.1,101.12,,4,8,12,24,2
19.6,14.9,74.0,8.0,13.0,16.1,101.14,,4,9,13,25,3
19.8,14.8,73.0,8.0,15.0,16.1,101.11,,4,8,12,24,5
20.1,14.7,71.0,8.0,13.0,16.1,101.06,,2,5,7,24,10
20.4,14.1,67.0,7.0,15.0,16.1,101.02,,2,6,8,24,15
20.6,12.6,60.0,7.0,17.0,16.1,100.99,,2,6,8,24,10
20.7,11.9,57.0,7.0,17.0,16.1,100.95,,2,7,10,22,8
21.0,11.0,52.0,8.0,13.0,16.1,100.88,,1,6,7,25,7
20.1,12.6,62.0,8.0,15.0,16.1,100.85,,1,5,5,27,4
18.6,13.1,70.0,8.0,17.0,16.1,100.83,,0,6,6,26,2
18.4,12.8,70.0,8.0,17.0,16.1,100.76,,0,7,7,25,2
18.2,13.4,73.0,7.0,15.0,16.1,100.79,,0,7,7,26,2
18.1,13.8,76.0,7.0,18.0,16.1,100.75,,0,6,6,27,1
18.0,14.9,82.0,8.0,15.0,16.1,100.76,,0,6,6,27,1
17.9,14.4,80.0,7.0,13.0,16.1,100.78,,0,6,6,26,1
17.8,14.2,79.0,7.0,18.0,16.1,100.73,,0,6,6,25,1
17.5,14.3,81.0,7.0,18.0,16.1,100.68,,0,6,6,24,1
17.3,13.7,79.0,6.0,18.0,16.1,100.63,,0,7,7,21,2
17.5,14.5,82.0,7.0,26.0,16.1,100.55,,0,6,7,21,1
17.6,14.9,84.0,6.0,24.0,16.1,100.56,,1,7,8,22,1
17.8,15.2,84.0,6.0,21.0,16.1,100.53,,2,12,14,16,2
18.0,15.1,83.0,7.0,17.0,16.1,100.52,,3,13,16,16,2
18.3,15.3,82.0,8.0,15.0,16.1,100.46,,4,14,18,14,2
18.4,15.8,85.0,8.0,15.0,16.1,100.41,,6,18,24,12,5
18.3,15.6,84.0,7.0,18.0,16.1,100.42,,8,22,30,10,6
18.2,15.9,86.0,10.0,11.0,16.1,100.41,,6,20,26,13,5
17.9,16.6,92.0,8.0,11.0,8.1,100.35,,5,20,25,18,6
18.6,17.3,92.0,10.0,9.0,4.8,100.27,,1,15,17,32,6
18.4,17.1,92.0,8.0,15.0,16.1,100.19,,1,18,19,31,5
18.6,17.5,93.0,8.0,17.0,16.1,100.15,,1,15,16,35,6
18.8,17.7,93.0,7.0,21.0,16.1,100.08,,1,10,11,39,6
19.3,17.6,90.0,7.0,24.0,16.1,99.98,,1,10,10,36,7
19.5,17.7,89.0,7.0,21.0,16.1,99.96,,1,12,12,31,8
19.9,17.9,88.0,7.0,15.0,16.1,99.95,,0,16,17,24,11
19.9,18.1,89.0,7.0,13.0,16.1,99.96,,1,24,25,14,14
20.2,18.4,89.0,8.0,11.0,16.1,99.98,,4,32,35,7,18
19.5,18.4,93.0,6.0,13.0,16.1,99.97,,3,29,31,7,15
19.9,18.6,92.0,10.0,8.0,16.1,100.0,,2,29,30,6,16
19.8,18.7,93.0,,4.0,11.3,99.97,,2,29,31,5,18
19.1,18.5,96.0,,0.0,6.4,99.94,,12,32,44,3,18
19.4,18.8,96.0,30.0,5.0,8.1,99.94,,9,32,41,2,19
19.2,18.7,97.0,,0.0,4.8,99.98,,1,25,26,7,19
19.9,18.7,93.0,8.0,8.0,9.7,100.01,,1,22,23,7,22
19.0,18.5,97.0,,0.0,0.8,100.1,,1,14,14,12,24
19.4,18.9,97.0,20.0,5.0,2.8,100.15,,1,10,11,17,17
21.1,20.3,95.0,23.0,5.0,4.0,100.21,,1,8,10,22,12
21.6,20.2,92.0,19.0,11.0,4.8,100.22,,6,17,22,20,15
21.3,20.0,92.0,20.0,13.0,2.8,100.21,,5,15,21,23,24
21.9,20.6,92.0,20.0,15.0,2.0,100.28,,4,13,18,28,22
23.4,20.9,85.0,20.0,17.0,9.7,100.26,,3,11,13,37,19
22.7,20.9,89.0,19.0,13.0,8.1,100.25,,1,6,7,49,17
25.7,21.2,76.0,18.0,9.0,16.1,100.23,,1,5,6,59,14
27.7,21.7,70.0,17.0,9.0,16.1,100.2,,1,6,7,60,12
26.0,21.4,75.0,17.0,9.0,16.1,100.2,,1,6,7,56,11
24.9,20.9,78.0,17.0,17.0,16.1,100.07,,1,7,8,54,10
25.5,21.1,76.0,17.0,21.0,16.1,99.89,,0,5,6,50,9
24.1,21.4,85.0,21.0,11.0,16.1,99.97,,0,6,7,44,10
23.8,21.4,86.0,25.0,5.0,16.1,99.95,,0,11,11,40,10
22.8,20.6,87.0,25.0,8.0,16.1,99.96,,0,11,11,38,9
22.1,19.9,87.0,27.0,8.0,16.1,100.06,,0,13,13,33,8
22.5,20.1,86.0,24.0,8.0,16.1,100.03,,0,14,14,30,8
21.5,19.8,90.0,,4.0,16.1,100.02,,0,8,9,37,6
21.5,20.0,91.0,25.0,8.0,16.1,100.03,,0,8,8,39,6
21.7,20.0,90.0,25.0,15.0,16.1,99.98,,0,11,11,40,6
22.2,20.3,89.0,24.0,13.0,16.1,99.94,,0,11,11,34,7
21.9,20.2,90.0,22.0,9.0,16.1,99.91,,9999,9999,9999,9999,6
22.0,20.2,89.0,19.0,13.0,16.1,99.9,,0,7,7,33,6
21.3,20.0,92.0,24.0,13.0,16.1,99.94,,0,9,10,28,6
21.1,19.8,92.0,27.0,11.0,16.1,99.95,,1,14,16,23,5
22.0,20.1,89.0,26.0,11.0,16.1,99.94,,2,10,12,29,4
22.9,20.3,85.0,21.0,13.0,16.1,99.91,,1,7,9,36,4
23.6,20.4,82.0,21.0,17.0,16.1,99.89,,1,5,6,46,4
24.5,20.5,78.0,20.0,18.0,16.1,99.87,,1,5,5,50,5
25.7,20.8,74.0,20.0,15.0,16.1,99.84,,0,4,4,54,6
25.6,21.2,76.0,21.0,22.0,16.1,99.82,,1,5,5,53,8
26.1,21.3,75.0,21.0,24.0,16.1,99.83,,0,4,4,55,7
26.4,21.5,74.0,19.0,18.0,16.1,99.78,,0,4,5,53,8
24.5,21.0,81.0,19.0,21.0,16.1,99.73,,1,5,5,50,8
27.3,18.5,58.0,22.0,15.0,16.1,99.74,,1,4,5,50,6
25.9,21.1,74.0,24.0,17.0,16.1,99.64,,1,8,8,45,6
24.0,21.4,85.0,23.0,17.0,16.1,99.63,,0,6,6,42,8
23.9,21.3,85.0,22.0,11.0,16.1,99.61,,0,5,5,40,6
28.0,18.6,56.0,32.0,26.0,16.1,99.66,,0,4,4,40,5
26.2,19.0,64.0,31.0,13.0,16.1,,,0,5,5,33,7
24.2,18.6,70.0,34.0,21.0,16.1,,,0,4,4,33,6
22.8,17.1,70.0,31.0,11.0,16.1,99.87,,0,6,6,31,5
21.9,16.9,73.0,29.0,13.0,16.1,99.85,,0,6,6,29,6
19.8,17.2,85.0,24.0,9.0,16.1,99.86,,0,7,8,25,7
20.7,14.8,68.0,28.0,9.0,16.1,99.88,,0,7,8,22,8
19.0,15.8,81.0,23.0,13.0,16.1,99.9,,0,9,10,21,9
18.7,16.9,89.0,24.0,11.0,16.1,,,0,12,12,18,9
18.7,15.0,79.0,28.0,13.0,16.1,99.92,,1,16,17,14,8
19.0,15.6,80.0,25.0,9.0,16.1,,,3,15,18,15,8
20.9,14.8,68.0,26.0,11.0,16.1,99.93,,5,17,21,17,8
20.8,16.2,75.0,22.0,11.0,16.1,99.92,,3,11,14,26,7
21.9,17.1,74.0,20.0,15.0,16.1,99.89,,3,11,15,29,7
22.7,17.9,74.0,19.0,18.0,16.1,99.83,,3,11,15,35,6
23.8,17.3,67.0,20.0,22.0,16.1,99.78,,1,7,8,50,7
24.9,18.2,66.0,19.0,21.0,16.1,99.75,,1,7,8,49,7
24.5,18.4,68.0,20.0,21.0,16.1,99.71,,1,7,8,45,7
24.3,18.3,69.0,20.0,24.0,16.1,99.68,,1,9,11,42,7
23.9,18.2,70.0,20.0,22.0,16.1,,,1,7,8,42,7
24.6,17.5,64.0,23.0,22.0,16.1,99.64,,1,6,6,43,9
25.6,17.1,59.0,22.0,22.0,16.1,99.57,,1,6,6,45,8
23.8,17.7,68.0,20.0,18.0,16.1,99.54,,1,9,10,42,8
22.3,18.4,78.0,22.0,22.0,16.1,99.51,,0,7,7,43,4
21.7,18.2,80.0,23.0,18.0,16.1,99.53,,0,7,7,41,4
20.9,18.3,85.0,23.0,21.0,16.1,99.55,,0,7,8,38,5
20.6,17.5,82.0,24.0,9.0,16.1,99.54,,0,9,9,39,6
20.6,17.4,82.0,22.0,9.0,16.1,99.5,,0,12,12,38,7
20.4,17.7,84.0,24.0,5.0,16.1,99.44,,0,11,11,37,7
20.4,17.7,84.0,23.0,15.0,16.1,99.41,,0,9,9,37,5
20.9,17.8,82.0,,4.0,16.1,99.34,,0,10,10,33,5
20.5,18.2,87.0,25.0,13.0,16.1,99.38,,0,4,4,37,3
22.2,17.4,74.0,28.0,17.0,16.1,99.38,,0,3,4,35,2
21.7,17.6,77.0,30.0,17.0,16.1,99.42,,0,6,6,28,2
20.8,15.3,71.0,30.0,15.0,16.1,99.49,,1,9,9,20,3
20.5,13.2,63.0,30.0,17.0,16.1,99.55,,2,7,9,20,7
21.3,13.1,59.0,31.0,18.0,16.1,99.57,,2,6,8,22,8
22.4,12.9,54.0,31.0,22.0,16.1,99.56,,2,5,7,25,7
23.6,13.4,52.0,31.0,28.0,16.1,99.59,,1,4,5,27,6
24.3,13.4,50.0,28.0,24.0,16.1,99.61,,1,4,5,31,8
24.8,12.0,44.0,30.0,26.0,16.1,99.62,,1,4,5,32,8
25.8,12.1,42.0,30.0,18.0,16.1,99.63,,1,3,4,31,6
25.8,11.4,40.0,32.0,18.0,16.1,99.63,,1,3,3,32,6
26.3,10.9,38.0,30.0,30.0,16.1,99.64,,1,3,4,31,7
26.2,9.5,34.0,30.0,30.0,16.1,99.67,,1,3,4,30,7
25.7,9.0,34.0,31.0,21.0,16.1,99.67,,1,3,3,30,7
24.7,9.9,39.0,28.0,32.0,16.1,99.72,,0,3,3,29,5
23.7,10.1,42.0,29.0,24.0,16.1,99.76,,0,4,4,27,5
22.6,9.6,43.0,29.0,22.0,16.1,99.78,,0,6,7,24,5
21.8,10.6,48.0,29.0,11.0,16.1,99.85,,0,8,8,22,4
21.2,11.5,53.0,29.0,15.0,16.1,99.89,,0,7,7,22,2
20.4,11.5,56.0,29.0,21.0,16.1,99.91,,0,4,5,23,3
19.7,10.8,56.0,29.0,18.0,16.1,99.93,,0,6,6,22,3
19.8,9.1,50.0,31.0,15.0,16.1,99.94,,0,3,3,24,5
18.5,9.2,54.0,30.0,21.0,16.1,99.96,,0,4,4,22,5
17.7,8.4,54.0,31.0,22.0,16.1,99.97,,0,4,4,20,5
16.9,8.9,59.0,29.0,21.0,16.1,100.0,,0,4,5,19,4
16.2,9.2,63.0,31.0,17.0,16.1,100.01,,1,7,8,15,3
16.4,10.4,67.0,30.0,24.0,16.1,100.05,,2,9,11,13,2
17.6,10.7,64.0,30.0,21.0,16.1,100.09,,3,7,10,15,2
19.4,10.8,57.0,32.0,17.0,16.1,100.11,,3,7,10,17,2
21.0,10.6,51.0,32.0,21.0,16.1,100.14,,2,6,8,21,4
22.6,9.7,44.0,30.0,22.0,16.1,100.19,,1,4,6,25,6
23.4,8.5,38.0,31.0,17.0,16.1,100.21,,1,4,5,28,8
23.8,9.1,39.0,29.0,32.0,16.1,100.19,,1,3,4,30,6
24.8,9.1,36.0,31.0,24.0,16.1,100.16,,1,4,4,30,4
25.1,9.6,37.0,31.0,21.0,16.1,100.16,,1,3,4,30,2
24.9,11.1,42.0,27.0,15.0,16.1,100.15,,1,3,4,30,3
25.3,9.2,36.0,26.0,28.0,16.1,100.16,,1,3,4,32,3
25.0,7.8,33.0,29.0,26.0,16.1,100.19,,0,3,4,39,4
24.4,7.7,34.0,29.0,24.0,16.1,100.22,,0,4,4,30,3
23.1,7.7,37.0,30.0,26.0,16.1,100.27,,0,4,4,26,4
21.8,7.7,40.0,29.0,21.0,16.1,100.33,,0,7,7,22,4
20.5,7.9,44.0,27.0,11.0,16.1,100.38,,0,12,12,16,5
16.7,8.9,60.0,26.0,13.0,16.1,100.4,,1,21,21,7,5
15.5,9.3,66.0,26.0,5.0,16.1,100.42,,1,21,22,8,3
16.1,9.9,67.0,26.0,9.0,16.1,100.46,,0,12,12,15,3
16.5,9.3,62.0,26.0,11.0,16.1,100.46,,1,10,11,17,2
14.0,10.1,77.0,25.0,5.0,16.1,100.46,,0,11,12,15,3
13.4,10.2,81.0,25.0,11.0,16.1,100.49,,0,14,14,11,3
16.5,9.2,62.0,30.0,9.0,16.1,100.49,,0,15,15,12,3
15.8,9.3,65.0,30.0,8.0,16.1,100.52,,1,13,14,14,4
16.9,9.3,61.0,31.0,9.0,16.1,100.51,,4,16,20,13,4
19.0,10.2,56.0,30.0,11.0,16.1,100.54,,6,18,24,14,4
21.2,9.5,47.0,31.0,17.0,16.1,100.55,,4,11,15,20,4
20.9,12.2,57.0,19.0,17.0,16.1,100.53,,1,5,6,31,6
23.8,7.6,35.0,28.0,15.0,16.1,100.52,,1,5,6,31,8
24.5,7.8,34.0,30.0,15.0,16.1,100.5,,1,5,6,32,6
25.0,7.3,32.0,36.0,9.0,16.1,100.45,,1,5,6,35,4
25.1,8.7,35.0,,8.0,16.1,100.42,,1,4,5,38,4
23.6,13.0,51.0,20.0,18.0,16.1,100.43,,1,5,6,38,5
23.1,13.5,54.0,19.0,17.0,16.1,100.41,,1,5,6,38,5
23.8,13.5,52.0,18.0,18.0,16.1,100.39,,1,8,9,41,3
22.2,15.3,64.0,19.0,9.0,16.1,100.38,,2,14,15,37,3
