Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,NO,NO2,NOx,O3,PM25
22.7,12.6,52.0,29.0,28.0,16.1,100.06,,1,3,4,49,8
20.8,12.8,60.0,31.0,28.0,16.1,100.16,,1,3,4,42,7
21.0,12.0,56.0,29.0,37.0,16.1,100.21,,1,3,4,33,6
19.9,12.0,60.0,28.0,26.0,16.1,100.29,,1,3,4,33,5
18.1,12.6,70.0,32.0,21.0,16.1,100.37,,1,3,4,23,8
16.8,11.2,69.0,30.0,18.0,16.1,100.47,,1,4,4,20,13
16.3,11.3,72.0,30.0,22.0,16.1,100.54,,1,4,5,16,12
16.0,10.6,70.0,29.0,15.0,16.1,100.59,,1,4,5,16,7
15.4,10.4,72.0,28.0,18.0,16.1,100.64,,1,4,5,17,8
14.9,10.2,73.0,29.0,15.0,16.1,100.64,,1,5,6,17,16
14.3,10.0,75.0,27.0,13.0,16.1,100.67,,1,6,6,16,10
14.4,10.1,75.0,29.0,15.0,16.1,100.69,,1,6,7,15,8
14.1,10.0,76.0,29.0,15.0,16.1,100.73,,1,5,6,16,8
13.8,9.9,77.0,28.0,11.0,16.1,100.78,,1,6,7,15,6
14.8,10.3,74.0,28.0,11.0,16.1,100.82,,2,7,9,15,5
17.1,9.6,61.0,29.0,15.0,16.1,100.85,,2,5,7,18,5
15.0,11.4,79.0,19.0,15.0,16.1,100.87,,2,6,8,21,5
17.3,11.5,68.0,20.0,17.0,16.1,100.84,,1,4,5,25,4
22.2,11.2,49.0,29.0,18.0,16.1,100.83,,1,3,4,28,5
23.4,9.9,42.0,30.0,22.0,16.1,100.8,,1,3,4,28,5
24.3,9.7,39.0,34.0,18.0,16.1,100.77,,1,3,4,28,5
24.3,8.6,36.0,29.0,32.0,16.1,100.76,,1,3,3,29,5
24.9,9.6,37.0,28.0,18.0,16.1,100.73,,1,3,3,29,5
25.4,9.0,35.0,30.0,30.0,16.1,100.71,,1,3,3,29,4
24.8,8.6,35.0,28.0,24.0,16.1,100.73,,1,3,3,30,5
24.9,8.6,35.0,28.0,24.0,16.1,100.76,,1,2,3,30,5
24.7,8.1,34.0,29.0,28.0,16.1,100.76,,1,3,4,29,6
23.9,7.8,35.0,29.0,18.0,16.1,100.78,,1,3,4,29,6
22.1,8.0,40.0,28.0,13.0,16.1,100.8,,0,5,6,28,7
18.6,8.3,51.0,26.0,15.0,16.1,100.88,,0,10,10,23,9
18.0,8.6,54.0,27.0,13.0,16.1,100.88,,0,10,11,22,8
18.5,8.7,53.0,27.0,13.0,16.1,100.89,,1,17,17,16,8
14.4,9.0,70.0,23.0,18.0,16.1,100.92,,1,13,13,18,7
13.8,8.9,72.0,20.0,8.0,16.1,100.92,,1,9,9,21,8
13.6,9.1,74.0,26.0,13.0,16.1,100.92,,1,14,15,15,8
17.4,8.9,57.0,33.0,8.0,16.1,100.91,,9999,9999,9999,9999,8
12.9,9.3,78.0,25.0,5.0,16.1,100.9,,1,7,8,23,9
11.4,9.7,89.0,24.0,9.0,16.1,100.91,,1,8,9,21,8
16.7,10.1,65.0,30.0,5.0,16.1,100.94,,1,8,9,23,7
19.0,10.9,59.0,26.0,5.0,16.1,100.98,,1,7,8,25,6
16.4,11.8,74.0,21.0,9.0,16.1,101.0,,2,8,10,26,5
17.2,12.4,73.0,22.0,11.0,16.1,100.99,,1,3,4,31,5
18.2,12.3,68.0,20.0,21.0,16.1,100.94,,2,6,7,34,5
19.8,12.2,61.0,22.0,13.0,16.1,100.94,,1,5,7,37,5
21.0,11.7,55.0,19.0,21.0,16.1,100.91,,1,5,6,40,5
20.7,12.5,59.0,19.0,18.0,16.1,100.86,,1,5,6,41,5
20.0,12.1,60.0,19.0,17.0,16.1,100.8,,1,6,7,40,5
21.4,12.5,56.0,19.0,17.0,16.1,100.76,,1,3,4,37,4
21.8,11.6,52.0,19.0,17.0,16.1,100.72,,1,8,10,37,4
21.9,11.7,52.0,20.0,18.0,16.1,100.7,,1,9,10,36,5
20.2,13.0,63.0,19.0,15.0,16.1,100.68,,1,11,12,34,5
20.7,11.8,56.0,,0.0,16.1,100.69,,1,10,11,29,7
18.4,12.5,68.0,,0.0,16.1,100.67,,1,6,6,27,8
24.2,9.6,39.0,32.0,9.0,16.1,100.7,,1,8,9,25,8
23.5,9.7,41.0,33.0,8.0,16.1,100.74,,1,11,12,21,8
22.7,9.5,43.0,35.0,5.0,16.1,100.79,,1,14,14,18,7
17.0,11.1,68.0,,4.0,16.1,100.81,,1,17,18,14,7
15.6,10.6,72.0,,4.0,16.1,100.79,,1,22,24,8,9
15.2,10.4,73.0,,4.0,16.1,100.77,,1,19,20,10,11
15.5,10.3,71.0,30.0,4.0,16.1,100.74,,1,22,23,7,10
13.8,10.7,81.0,25.0,8.0,16.1,100.74,,2,22,24,6,10
13.8,10.6,81.0,32.0,4.0,16.1,100.79,,5,24,29,5,9
14.4,11.7,84.0,,0.0,16.1,100.81,,10,26,35,7,10
16.0,11.6,75.0,20.0,5.0,16.1,100.81,,8,24,32,13,8
19.5,13.9,70.0,,4.0,16.1,100.8,,25,33,58,10,7
18.2,12.5,69.0,18.0,11.0,16.1,100.77,,23,33,55,12,6
20.4,13.1,62.0,,4.0,16.1,100.7,,7,17,24,28,5
22.4,11.9,51.0,7.0,9.0,16.1,100.64,,2,8,11,35,5
23.0,13.3,54.0,7.0,11.0,16.1,100.58,,2,7,10,37,5
23.5,11.6,47.0,8.0,11.0,16.1,100.5,,2,7,8,40,5
23.9,11.6,46.0,8.0,15.0,16.1,100.45,,3,12,15,41,5
23.9,11.1,44.0,9.0,17.0,16.1,100.36,,5,20,25,30,5
21.4,13.9,62.0,7.0,15.0,16.1,100.31,,3,14,17,33,5
21.3,13.1,59.0,6.0,17.0,16.1,100.25,,1,8,9,38,6
21.4,13.1,59.0,7.0,17.0,16.1,100.19,,3,19,23,28,6
20.4,12.6,60.0,7.0,17.0,16.1,100.13,,2,21,22,25,7
19.6,12.2,62.0,8.0,13.0,16.1,100.08,,1,16,16,30,7
19.0,13.1,68.0,7.0,11.0,16.1,100.07,,1,19,19,26,8
19.3,12.4,64.0,7.0,8.0,16.1,100.07,,1,17,19,27,7
18.3,13.2,72.0,,0.0,16.1,100.05,,1,13,13,31,7
19.5,13.5,68.0,7.0,4.0,16.1,100.03,,3,17,20,27,8
19.9,13.0,64.0,,0.0,16.1,100.03,,6,22,27,20,8
20.8,13.6,63.0,33.0,4.0,16.1,99.98,,2,19,21,20,10
19.5,13.7,69.0,19.0,8.0,16.1,99.97,,4,25,29,14,10
19.0,12.3,65.0,18.0,5.0,16.1,99.93,,3,34,37,5,11
17.4,13.4,77.0,23.0,8.0,16.1,99.97,,4,32,36,8,11
17.0,14.0,82.0,28.0,8.0,16.1,100.02,,10,32,43,9,11
21.1,12.7,58.0,31.0,5.0,16.1,100.02,,12,36,48,12,10
20.5,13.6,64.0,20.0,8.0,16.1,100.05,,12,32,44,21,10
21.1,14.7,67.0,22.0,11.0,16.1,100.07,,12,32,44,23,9
21.3,14.5,65.0,20.0,11.0,16.1,100.07,,5,20,25,40,10
24.3,15.2,56.0,18.0,15.0,16.1,100.04,,2,13,15,60,10
24.4,15.5,57.0,18.0,17.0,16.1,100.03,,1,9,10,71,8
26.9,16.0,51.0,17.0,17.0,16.1,99.99,,1,10,11,76,10
26.3,15.8,52.0,17.0,17.0,16.1,99.97,,1,10,11,75,12
23.2,16.0,63.0,,5.0,16.1,99.97,,1,10,11,70,11
23.8,17.5,67.0,18.0,17.0,16.1,99.93,,1,11,12,65,10
24.7,16.9,61.0,20.0,5.0,16.1,99.95,,1,6,7,51,9
29.8,15.7,42.0,26.0,24.0,16.1,99.95,,1,6,7,49,10
28.6,16.3,47.0,28.0,21.0,16.1,99.98,,2,9,11,43,10
27.4,15.5,48.0,30.0,18.0,16.1,100.02,,3,10,13,41,10
26.7,15.6,50.0,30.0,21.0,16.1,100.1,,5,17,23,35,9
25.1,15.6,55.0,27.0,9.0,16.1,100.12,,2,14,16,34,9
21.0,15.6,71.0,22.0,13.0,16.1,100.11,,1,17,17,29,9
19.4,15.3,77.0,25.0,4.0,16.1,100.13,,3,25,28,20,9
18.5,15.4,82.0,23.0,5.0,16.1,100.18,,2,27,29,17,10
18.3,15.4,83.0,24.0,4.0,16.1,100.21,,2,32,34,10,10
18.2,15.3,83.0,,4.0,16.1,100.19,,1,24,25,16,11
17.6,15.4,87.0,22.0,9.0,16.1,100.21,,1,26,27,14,11
16.8,15.0,89.0,26.0,8.0,16.1,100.17,,2,28,30,13,12
18.9,16.6,86.0,19.0,5.0,16.1,100.14,,3,27,30,20,10
19.2,16.2,83.0,20.0,11.0,16.1,100.17,,11,37,48,14,10
20.5,16.9,80.0,22.0,9.0,16.1,100.23,,12,37,49,17,9
22.9,18.7,77.0,19.0,8.0,12.9,100.23,,6,24,30,34,10
24.9,18.6,67.0,15.0,13.0,16.1,100.18,,3,17,20,48,11
26.3,19.2,65.0,,4.0,16.1,100.19,,2,13,14,60,9
27.2,18.7,59.0,15.0,13.0,16.1,100.11,,1,9,10,65,10
28.0,18.9,57.0,14.0,11.0,14.5,100.04,,1,8,9,63,11
28.4,18.0,53.0,14.0,15.0,14.5,100.0,,2,14,16,55,11
28.4,18.1,53.0,12.0,13.0,16.1,99.94,,2,15,17,54,10
28.2,18.1,54.0,15.0,17.0,16.1,99.91,,1,10,11,53,9
24.8,18.5,67.0,17.0,17.0,16.1,99.89,,1,9,10,51,8
23.4,17.4,68.0,18.0,17.0,16.1,99.86,,1,9,10,47,8
22.1,16.9,72.0,23.0,8.0,16.1,99.86,,1,8,9,43,8
21.1,16.9,77.0,26.0,5.0,16.1,99.85,,1,11,11,37,8
21.4,16.9,75.0,24.0,4.0,16.1,99.85,,1,13,14,34,7
20.4,16.7,79.0,26.0,9.0,16.1,99.88,,1,8,9,36,8
21.7,18.0,79.0,25.0,9.0,16.1,99.91,,1,10,11,35,8
19.6,17.2,86.0,22.0,9.0,16.1,99.91,,1,8,9,35,8
19.6,17.2,86.0,25.0,5.0,16.1,99.87,,1,10,11,32,9
19.2,17.2,88.0,23.0,5.0,16.1,99.84,,0,10,10,27,9
18.6,17.1,91.0,23.0,5.0,14.5,99.81,,0,9,9,29,10
19.2,17.7,91.0,28.0,8.0,12.9,99.81,,0,11,12,27,11
18.2,17.2,94.0,25.0,8.0,9.7,99.83,,1,14,15,26,11
18.2,17.4,95.0,28.0,5.0,4.8,99.8,,2,18,20,23,11
18.7,17.7,94.0,26.0,13.0,6.4,99.87,,3,20,24,22,11
19.9,18.4,91.0,24.0,8.0,8.1,99.92,,7,26,33,18,11
20.9,18.8,88.0,23.0,8.0,8.1,99.95,,5,20,25,28,13
22.6,19.5,82.0,19.0,17.0,6.4,99.94,,3,16,19,39,14
23.4,19.7,79.0,22.0,13.0,8.1,99.97,,2,13,15,54,21
26.0,21.0,73.0,17.0,11.0,14.5,99.93,,1,11,12,70,23
27.8,21.2,67.0,21.0,8.0,9.7,99.87,,1,11,12,49,16
24.5,20.4,78.0,,4.0,16.1,99.9,,3,21,23,35,6
26.8,21.4,72.0,,4.0,16.1,99.88,,1,15,16,53,9
26.9,20.7,68.0,18.0,8.0,16.1,99.89,,1,17,18,51,12
28.3,20.2,61.0,,4.0,16.1,99.89,,3,22,25,43,10
27.0,20.6,68.0,,0.0,16.1,99.89,,3,18,20,40,15
26.3,20.3,69.0,31.0,5.0,16.1,99.89,,2,9,11,37,14
25.1,20.4,75.0,14.0,5.0,16.1,99.96,,3,13,15,32,14
27.3,18.8,59.0,32.0,11.0,16.1,100.02,,1,9,10,33,10
26.2,18.2,61.0,34.0,17.0,16.1,100.05,,1,7,8,32,12
25.5,18.3,64.0,1.0,11.0,16.1,100.03,,1,9,10,29,15
24.6,18.1,67.0,33.0,9.0,16.1,100.0,,1,6,7,30,16
24.4,18.3,69.0,,4.0,16.1,99.97,,1,6,7,28,19
21.2,17.9,81.0,,0.0,16.1,99.96,,2,8,10,22,20
20.4,17.8,85.0,18.0,5.0,14.5,99.92,,1,7,8,20,20
19.7,17.7,88.0,,0.0,8.1,99.9,,1,9,10,15,21
21.6,19.0,85.0,31.0,5.0,9.7,99.95,,1,12,14,14,20
21.8,19.1,85.0,7.0,8.0,8.1,99.92,,3,20,23,8,14
20.7,19.4,92.0,,0.0,4.8,99.94,,7,23,30,7,10
22.6,19.1,80.0,4.0,5.0,16.1,99.97,,7,22,28,10,8
21.8,19.7,88.0,7.0,21.0,16.1,99.92,,3,13,16,21,8
22.0,19.7,87.0,7.0,21.0,16.1,100.0,,2,9,11,31,10
22.1,19.6,86.0,8.0,13.0,14.5,100.04,,2,10,11,34,11
22.6,19.9,84.0,8.0,11.0,9.7,100.01,,2,12,14,37,13
22.9,19.8,82.0,9.0,17.0,11.3,99.93,,2,10,12,40,15
23.0,20.1,83.0,10.0,17.0,12.9,99.89,,4,15,19,33,11
21.4,19.7,90.0,7.0,17.0,9.7,99.87,,2,10,12,39,13
22.5,20.5,88.0,7.0,13.0,11.3,99.81,,1,9,11,44,12
22.7,20.7,88.0,8.0,17.0,6.4,99.76,,1,11,12,47,11
22.2,20.2,88.0,8.0,15.0,8.1,99.76,,1,12,12,46,11
20.7,19.7,94.0,7.0,21.0,6.4,99.65,,0,11,11,38,12
21.0,19.7,92.0,8.0,21.0,9.7,99.71,,0,9,9,37,13
21.0,20.2,95.0,9.0,11.0,4.8,99.71,,0,9,9,36,9
21.4,20.1,92.0,7.0,21.0,14.5,99.7,,0,5,6,44,3
20.4,18.2,87.0,5.0,35.0,16.1,99.64,,0,5,5,42,4
20.5,18.7,90.0,7.0,24.0,16.1,99.66,,0,3,4,36,4
19.8,19.0,95.0,8.0,22.0,16.1,99.65,,0,4,5,38,5
20.3,19.5,95.0,7.0,4.0,16.1,99.55,,0,6,6,33,6
19.0,18.5,97.0,24.0,8.0,4.0,99.54,,0,5,5,33,7
18.1,17.8,98.0,23.0,17.0,3.2,99.58,,0,8,8,25,9
19.0,17.9,93.0,24.0,21.0,16.1,99.65,,0,6,6,29,8
19.8,17.6,87.0,26.0,18.0,16.1,99.71,,1,6,7,28,6
19.0,17.5,91.0,23.0,11.0,16.1,99.74,,1,8,9,28,5
21.5,17.6,78.0,25.0,15.0,16.1,99.73,,1,7,8,34,5
23.8,16.1,62.0,27.0,24.0,16.1,99.7,,1,5,6,43,5
24.6,15.1,55.0,27.0,26.0,16.1,99.72,,1,4,4,46,5
25.3,14.9,52.0,27.0,30.0,16.1,99.77,,1,4,4,46,4
24.6,14.6,53.0,27.0,30.0,16.1,99.8,,1,4,5,46,3
23.6,16.1,63.0,24.0,26.0,16.1,99.8,,1,5,6,44,6
25.4,16.3,57.0,26.0,22.0,16.1,99.81,,1,3,4,44,6
25.5,15.0,52.0,27.0,30.0,16.1,99.8,,1,4,5,40,7
24.5,15.2,56.0,26.0,24.0,16.1,99.82,,1,5,5,38,5
20.8,17.8,83.0,32.0,13.0,14.5,99.93,,1,5,6,37,4
21.1,18.0,82.0,29.0,24.0,16.1,99.98,,1,5,5,37,6
21.6,18.7,84.0,26.0,17.0,16.1,99.97,,0,7,7,31,6
21.8,18.0,79.0,29.0,17.0,16.1,100.01,,0,4,5,31,4
21.9,17.2,75.0,31.0,11.0,16.1,100.09,,0,4,5,25,3
20.8,17.9,83.0,30.0,21.0,16.1,100.14,,0,4,4,16,3
20.7,16.6,77.0,33.0,17.0,16.1,100.17,,0,3,4,14,4
20.3,16.4,78.0,33.0,9.0,16.1,100.18,,0,3,3,15,4
19.9,16.4,80.0,31.0,18.0,16.1,100.24,,0,3,4,14,3
18.8,15.4,80.0,32.0,13.0,16.1,100.27,,0,4,5,13,4
18.3,15.0,81.0,33.0,18.0,16.1,100.34,,9999,9999,9999,9999,4
18.2,14.4,78.0,34.0,17.0,16.1,100.36,,0,2,3,17,4
18.0,14.0,77.0,35.0,17.0,16.1,100.45,,0,2,2,17,4
18.5,14.1,75.0,32.0,13.0,16.1,100.53,,1,3,3,19,3
19.9,14.3,70.0,35.0,13.0,16.1,100.56,,1,2,3,22,3
21.7,14.0,61.0,32.0,11.0,16.1,100.62,,1,3,4,22,6
22.8,13.9,57.0,,18.0,16.1,100.62,,1,2,3,23,7
23.7,13.8,53.0,32.0,18.0,16.1,100.67,,1,2,3,25,7
25.1,13.6,48.0,31.0,24.0,16.1,100.63,,1,2,3,27,8
26.3,12.8,43.0,2.0,11.0,16.1,100.63,,1,2,3,29,8
27.1,12.4,39.0,34.0,15.0,16.1,100.65,,1,2,3,31,7
26.0,15.9,53.0,,13.0,16.1,100.65,,1,2,3,33,5
24.1,15.4,58.0,16.0,17.0,16.1,100.63,,2,8,10,34,5
24.8,14.6,53.0,17.0,17.0,16.1,100.62,,2,10,12,33,5
23.7,14.2,55.0,17.0,8.0,16.1,100.64,,2,14,16,28,6
23.6,15.0,58.0,18.0,13.0,16.1,100.65,,2,19,21,22,5
21.3,15.7,70.0,,0.0,16.1,100.67,,1,16,17,24,4
21.1,14.9,67.0,26.0,4.0,16.1,100.69,,1,15,15,19,4
19.3,15.2,77.0,15.0,4.0,16.1,100.74,,1,8,9,17,7
19.7,14.7,72.0,21.0,8.0,16.1,100.75,,1,8,9,15,8
18.3,14.9,80.0,21.0,4.0,16.1,100.79,,1,8,8,15,6
18.8,14.7,77.0,23.0,5.0,16.1,100.82,,1,11,12,11,3
18.5,14.5,77.0,32.0,4.0,16.1,100.84,,1,17,19,5,3
20.8,12.3,58.0,34.0,15.0,16.1,100.85,,1,15,16,6,4
18.8,14.1,74.0,,0.0,16.1,100.87,,1,12,14,7,2
19.2,15.4,78.0,7.0,15.0,16.1,100.9,,1,8,9,15,2
19.1,16.9,87.0,7.0,15.0,16.1,100.96,,1,10,12,15,4
19.0,17.4,90.0,6.0,13.0,16.1,101.02,,4,16,20,11,4
19.9,17.2,84.0,6.0,18.0,16.1,101.02,,3,11,14,16,3
20.6,18.2,86.0,7.0,18.0,16.1,100.99,,5,13,18,18,3
20.4,18.3,87.0,8.0,17.0,16.1,100.97,,4,11,15,21,4
21.1,18.0,82.0,8.0,15.0,16.1,101.02,,7,17,24,21,7
21.9,18.0,78.0,8.0,15.0,16.1,101.03,,4,11,15,28,6
22.6,17.3,72.0,8.0,21.0,16.1,101.09,,1,5,7,31,6
21.5,17.2,76.0,8.0,18.0,16.1,101.07,,2,7,8,30,6
21.2,17.0,77.0,8.0,21.0,16.1,101.04,,2,6,8,29,4
22.7,16.7,68.0,8.0,22.0,16.1,100.98,,2,5,7,28,4
22.0,16.9,72.0,7.0,22.0,16.1,100.95,,2,5,7,23,3
21.3,15.4,69.0,7.0,22.0,16.1,100.94,,1,4,5,27,4
21.0,14.8,67.0,7.0,22.0,16.1,100.89,,1,5,6,28,3
20.7,14.7,68.0,7.0,24.0,16.1,100.87,,1,5,5,29,3
20.3,14.5,69.0,7.0,21.0,16.1,100.82,,1,6,7,27,2
20.0,15.8,77.0,7.0,21.0,16.1,100.81,,1,6,7,27,2
19.9,15.5,75.0,6.0,18.0,16.1,100.82,,1,6,7,26,2
19.9,16.1,79.0,6.0,17.0,16.1,100.8,,1,6,7,25,2
20.4,16.5,78.0,5.0,17.0,16.1,100.79,,1,6,6,25,1
20.4,16.5,78.0,7.0,13.0,16.1,100.73,,1,6,7,25,2
20.0,16.8,82.0,7.0,17.0,16.1,100.71,,1,7,7,23,4
20.0,16.3,79.0,7.0,17.0,16.1,100.69,,1,7,7,22,3
20.0,16.9,82.0,8.0,17.0,16.1,100.69,,1,7,8,20,2
19.9,17.0,83.0,8.0,18.0,16.1,100.73,,1,10,11,17,2
19.9,17.5,86.0,7.0,18.0,16.1,100.73,,3,13,16,16,2
20.2,17.9,86.0,7.0,18.0,16.1,100.71,,3,13,16,19,2
20.8,18.2,85.0,7.0,15.0,16.1,100.74,,5,18,22,20,3
21.9,18.4,80.0,7.0,17.0,16.1,100.69,,5,16,20,27,4
22.6,18.3,77.0,8.0,17.0,16.1,100.66,,4,17,21,31,6
23.2,18.4,74.0,8.0,15.0,16.1,100.67,,3,15,18,40,7
25.0,18.6,67.0,9.0,11.0,16.1,100.63,,3,18,21,48,7
23.9,19.0,74.0,8.0,17.0,16.1,100.53,,2,16,18,51,6
23.3,18.9,76.0,8.0,21.0,16.1,100.47,,2,17,19,51,8
24.0,18.9,73.0,8.0,11.0,16.1,100.41,,2,20,22,51,11
24.5,19.2,72.0,7.0,18.0,16.1,100.38,,2,18,19,50,11
24.2,19.0,72.0,7.0,17.0,16.1,100.31,,1,10,11,59,11
23.9,19.1,74.0,6.0,17.0,16.1,100.28,,1,13,14,56,9
23.4,18.6,74.0,9.0,11.0,16.1,100.26,,1,12,13,52,8
23.1,18.7,76.0,8.0,15.0,16.1,100.3,,0,12,12,53,9
23.3,18.7,75.0,8.0,15.0,16.1,100.34,,0,13,13,53,10
23.4,18.8,75.0,7.0,13.0,16.1,100.34,,0,16,17,46,11
23.0,18.6,76.0,8.0,8.0,12.9,100.34,,0,20,20,36,12
23.1,18.7,76.0,11.0,5.0,14.5,100.29,,0,17,18,38,11
22.3,18.7,80.0,8.0,9.0,16.1,100.25,,1,14,14,43,11
21.9,18.7,82.0,8.0,13.0,16.1,100.19,,1,10,10,46,12
22.1,18.5,80.0,,0.0,16.1,100.23,,0,7,7,46,14
21.8,18.3,80.0,,4.0,16.1,100.26,,3,20,23,33,15
20.6,18.4,87.0,23.0,5.0,16.1,100.29,,0,11,12,37,16
21.3,18.9,86.0,21.0,4.0,16.1,100.31,,1,17,18,33,15
22.6,19.9,84.0,23.0,17.0,16.1,100.33,,2,18,20,33,12
23.0,20.4,85.0,19.0,18.0,16.1,100.32,,2,14,16,33,12
24.6,20.8,79.0,18.0,18.0,16.1,100.32,,4,19,24,31,11
24.9,20.4,76.0,20.0,15.0,16.1,100.33,,1,10,12,46,10
25.7,20.6,73.0,19.0,21.0,16.1,100.32,,1,9,10,54,11
26.6,22.0,76.0,18.0,22.0,16.1,100.29,,1,7,8,53,13
27.4,22.0,72.0,18.0,22.0,16.1,100.24,,1,7,8,50,13
26.4,21.7,75.0,18.0,22.0,11.3,100.2,,1,6,7,52,15
26.4,21.4,73.0,19.0,24.0,14.5,100.15,,1,8,9,54,14
26.5,20.7,70.0,18.0,22.0,16.1,100.08,,1,7,8,57,12
26.3,20.3,69.0,18.0,21.0,16.1,100.0,,1,6,7,60,10
25.6,19.8,70.0,19.0,22.0,16.1,99.93,,1,7,8,59,9
25.3,19.3,69.0,20.0,26.0,16.1,99.92,,1,6,7,58,9
24.1,19.4,75.0,20.0,21.0,16.1,99.98,,1,10,11,51,9
22.2,19.4,84.0,24.0,8.0,16.1,100.04,,1,8,9,51,8
22.3,19.3,83.0,22.0,5.0,16.1,100.0,,1,7,8,49,8
22.0,19.6,86.0,26.0,5.0,16.1,99.97,,1,6,7,52,7
22.9,20.1,84.0,26.0,52.0,14.5,100.15,,1,6,7,41,4
20.6,20.0,96.0,27.0,8.0,16.1,99.94,,1,8,9,35,4
20.3,19.7,96.0,22.0,15.0,16.1,99.91,,1,5,5,36,4
20.5,19.7,95.0,21.0,11.0,16.1,99.86,,1,3,4,37,5
21.0,19.7,92.0,20.0,15.0,16.1,99.79,,0,4,4,34,5
21.1,20.1,94.0,20.0,18.0,16.1,99.75,,0,6,6,29,6
20.6,19.8,95.0,25.0,9.0,14.5,99.77,,1,13,14,19,6
20.9,19.9,94.0,22.0,21.0,16.1,99.8,,1,13,15,19,6
20.8,20.2,96.0,21.0,22.0,16.1,99.8,,3,15,18,17,6
21.1,20.3,95.0,24.0,13.0,14.5,99.83,,2,11,13,21,6
22.4,20.5,89.0,22.0,26.0,16.1,99.86,,2,9,11,26,8
22.9,20.6,87.0,21.0,24.0,16.1,99.87,,2,10,11,28,10
22.5,20.2,87.0,21.0,24.0,16.1,99.88,,2,9,11,30,11
25.0,21.0,78.0,22.0,22.0,16.1,99.84,,1,7,8,42,11
24.8,20.9,79.0,20.0,21.0,16.1,99.78,,1,7,8,47,13
23.8,19.4,76.0,20.0,32.0,16.1,99.74,,1,6,7,48,9
24.4,20.1,77.0,21.0,26.0,16.1,99.71,,1,7,8,49,7
23.9,19.6,76.0,21.0,24.0,16.1,99.7,,1,7,8,49,8
23.0,19.2,79.0,21.0,26.0,16.1,99.71,,2,9,11,45,10
22.5,19.9,85.0,23.0,11.0,16.1,99.76,,1,10,10,43,10
21.9,18.2,79.0,24.0,24.0,16.1,99.79,,1,7,8,44,8
21.8,19.2,85.0,24.0,26.0,11.3,99.94,,1,8,9,42,8
19.7,18.3,91.0,26.0,9.0,16.1,99.91,,1,14,15,33,7
19.8,18.3,91.0,25.0,18.0,16.1,99.95,,1,12,13,30,7
20.1,19.1,94.0,22.0,18.0,16.1,99.95,,1,15,16,24,7
20.6,19.3,92.0,25.0,13.0,16.1,99.93,,4,19,23,18,8
19.7,19.1,96.0,24.0,11.0,9.7,99.91,,3,19,22,16,11
19.4,18.8,96.0,22.0,11.0,9.7,99.94,,2,22,25,12,12
19.3,18.4,94.0,24.0,11.0,16.1,99.98,,1,17,18,14,11
18.9,18.1,95.0,22.0,8.0,14.5,100.01,,2,20,21,12,11
19.7,18.6,93.0,24.0,8.0,16.1,100.04,,3,18,21,16,9
20.0,18.5,91.0,22.0,8.0,16.1,100.05,,9,24,33,13,9
21.2,18.6,85.0,19.0,8.0,16.1,100.06,,8,21,29,19,9
21.8,18.6,82.0,21.0,18.0,16.1,100.04,,4,14,17,28,7
23.6,18.2,72.0,22.0,22.0,16.1,100.05,,2,9,11,34,7
24.8,17.5,63.0,23.0,28.0,16.1,100.05,,2,8,10,33,8
23.7,17.3,67.0,26.0,37.0,16.1,100.06,,1,6,7,26,3
24.6,17.0,62.0,29.0,24.0,16.1,100.12,,2,6,8,24,2
24.1,17.2,65.0,26.0,28.0,16.1,100.15,,1,4,6,25,4
25.1,15.1,53.0,27.0,35.0,16.1,100.17,,1,4,5,24,5
25.4,14.7,51.0,27.0,26.0,16.1,100.22,,2,4,6,22,7
24.9,14.7,53.0,29.0,26.0,16.1,100.26,,2,3,5,20,6
23.2,13.9,55.0,29.0,32.0,16.1,100.31,,1,4,5,18,5
22.2,13.9,59.0,31.0,22.0,16.1,100.33,,1,4,5,15,5
20.9,13.5,62.0,32.0,18.0,16.1,100.4,,1,4,5,11,5
20.2,13.3,64.0,30.0,21.0,16.1,100.47,,1,4,5,10,4
18.0,13.8,76.0,36.0,18.0,16.1,100.53,,1,4,5,12,5
17.7,12.9,73.0,33.0,13.0,16.1,100.64,,1,3,4,14,5
17.4,12.3,72.0,32.0,17.0,16.1,100.72,,1,2,3,17,5
17.0,12.2,73.0,30.0,21.0,16.1,100.7,,0,2,3,18,4
17.2,12.2,72.0,30.0,15.0,16.1,100.71,,0,3,3,21,4
16.9,11.9,72.0,32.0,11.0,16.1,100.74,,0,2,2,25,4
16.7,11.6,71.0,33.0,18.0,16.1,100.74,,0,2,2,28,3
16.1,11.2,73.0,31.0,13.0,16.1,100.81,,0,2,2,25,3
15.6,10.8,73.0,33.0,17.0,16.1,100.88,,1,3,4,19,3
16.0,10.7,70.0,34.0,17.0,16.1,100.9,,1,3,4,16,2
16.3,11.2,71.0,31.0,13.0,16.1,100.97,,1,4,5,15,2
16.6,11.4,71.0,17.0,8.0,16.1,101.0,,1,4,6,16,3
16.9,12.2,73.0,17.0,13.0,16.1,101.03,,2,5,8,17,3
18.0,12.7,71.0,18.0,15.0,16.1,101.04,,5,9,13,18,2
17.8,12.8,72.0,18.0,15.0,16.1,101.03,,3,8,11,24,2
18.6,13.7,73.0,20.0,11.0,16.1,101.04,,2,7,9,30,2
